0Y6DPB,small,IVUZZ,2024-01-25 23:29:57.301836,,18.39942249830375,-66.04989754652749,searching,2024-01-25 23:29:57.304137
0Y6DPB,small,IVUZZ,2024-01-25 23:29:57.301836,,18.39942249830375,-66.04989754652749,parked,2024-01-25 23:29:57.305482
MF8MDD,medium,V30T9,2024-01-25 23:30:17.308415,,18.410038296973024,-66.0403989733907,searching,2024-01-25 23:30:17.308455
MF8MDD,medium,V30T9,2024-01-25 23:30:17.308415,,18.410038296973024,-66.0403989733907,parked,2024-01-25 23:30:17.308731
3LC58D,medium,39TEX,2024-01-25 23:35:17.354643,,18.41250388426166,-66.036787323734,searching,2024-01-25 23:35:17.354678
3LC58D,medium,39TEX,2024-01-25 23:35:17.354643,,18.41250388426166,-66.036787323734,parked,2024-01-25 23:35:17.355223
AZCCBL,large,IYHE7,2024-01-25 23:35:57.360283,,18.40500034238486,-66.04259295900225,searching,2024-01-25 23:35:57.360319
AZCCBL,large,IYHE7,2024-01-25 23:35:57.360283,,18.40500034238486,-66.04259295900225,parked,2024-01-25 23:35:57.360569
O5BXXC,large,M5IGQ,2024-01-25 23:36:07.362402,,18.407101566926663,-66.04727580995866,searching,2024-01-25 23:36:07.362451
O5BXXC,large,M5IGQ,2024-01-25 23:36:07.362402,,18.407101566926663,-66.04727580995866,parked,2024-01-25 23:36:07.362817
874FRH,medium,6FAO7,2024-01-25 23:36:17.346469,,18.413907561304622,-66.03764120958886,searching,2024-01-25 23:36:17.346563
874FRH,medium,6FAO7,2024-01-25 23:36:17.346469,,18.413907561304622,-66.03764120958886,parked,2024-01-25 23:36:17.347226
Q2Y9V8,medium,WZS3T,2024-01-25 23:41:37.388720,,18.398905877529568,-66.03739503434343,searching,2024-01-25 23:41:37.388857
Q2Y9V8,medium,WZS3T,2024-01-25 23:41:37.388720,,18.398905877529568,-66.03739503434343,parked,2024-01-25 23:41:37.389412
0Y6DPB,small,IVUZZ,2024-01-25 23:29:57.301836,2024-01-25 23:44:57.427974,18.39942249830375,-66.04989754652749,leaving,2024-01-25 23:29:57.305482
MF8MDD,medium,V30T9,2024-01-25 23:30:17.308415,2024-01-25 23:45:17.432800,18.410038296973024,-66.0403989733907,leaving,2024-01-25 23:30:17.308731
3OCWBF,large,8DIUO,2024-01-25 23:46:17.445858,,18.41274318387173,-66.04480717754515,searching,2024-01-25 23:46:17.445952
3OCWBF,large,8DIUO,2024-01-25 23:46:17.445858,,18.41274318387173,-66.04480717754515,parked,2024-01-25 23:46:17.446586
LJD84U,small,9YJB1,2024-01-25 23:47:27.460434,,18.39471912762004,-66.04572118800725,searching,2024-01-25 23:47:27.460468
LJD84U,small,9YJB1,2024-01-25 23:47:27.460434,,18.39471912762004,-66.04572118800725,parked,2024-01-25 23:47:27.461613
M2JA04,large,9RFTM,2024-01-25 23:48:47.479602,,18.40937541458991,-66.03727351369102,searching,2024-01-25 23:48:47.479645
M2JA04,large,9RFTM,2024-01-25 23:48:47.479602,,18.40937541458991,-66.03727351369102,parked,2024-01-25 23:48:47.479965
3NX39R,small,E8LD4,2024-01-25 23:48:57.481129,,18.408816014967673,-66.04025720366997,searching,2024-01-25 23:48:57.481168
3NX39R,small,E8LD4,2024-01-25 23:48:57.481129,,18.408816014967673,-66.04025720366997,parked,2024-01-25 23:48:57.481482
90PDW5,medium,FKBLC,2024-01-25 23:49:17.484591,,18.40654513227346,-66.03594317931486,searching,2024-01-25 23:49:17.484629
90PDW5,medium,FKBLC,2024-01-25 23:49:17.484591,,18.40654513227346,-66.03594317931486,parked,2024-01-25 23:49:17.485106
3LC58D,medium,39TEX,2024-01-25 23:35:17.354643,2024-01-25 23:50:17.497360,18.41250388426166,-66.036787323734,leaving,2024-01-25 23:35:17.355223
AZCCBL,large,IYHE7,2024-01-25 23:35:57.360283,2024-01-25 23:50:57.518857,18.40500034238486,-66.04259295900225,leaving,2024-01-25 23:35:57.360569
6HC36K,medium,EBB9E,2024-01-25 23:51:07.521393,,18.411606608840664,-66.04313361364547,searching,2024-01-25 23:51:07.521494
O5BXXC,large,M5IGQ,2024-01-25 23:36:07.362402,2024-01-25 23:51:07.522182,18.407101566926663,-66.04727580995866,leaving,2024-01-25 23:36:07.362817
6HC36K,medium,EBB9E,2024-01-25 23:51:07.521393,,18.411606608840664,-66.04313361364547,parked,2024-01-25 23:51:07.522901
874FRH,medium,6FAO7,2024-01-25 23:36:17.346469,2024-01-25 23:51:17.525122,18.413907561304622,-66.03764120958886,leaving,2024-01-25 23:36:17.347226
ZNVKSP,large,EX5T5,2024-01-25 23:53:07.552164,,18.406408261821994,-66.0426544675195,searching,2024-01-25 23:53:07.552197
ZNVKSP,large,EX5T5,2024-01-25 23:53:07.552164,,18.406408261821994,-66.0426544675195,parked,2024-01-25 23:53:07.553454
C3DD03,large,C8UYO,2024-01-25 23:53:17.555804,,18.396974690431744,-66.03590206057578,searching,2024-01-25 23:53:17.555839
