I0Y6DP,small,DIVUZ,2024-01-26 08:37:44.879288,,18.394422127040823,-66.04886117492308,searching,2024-01-26 08:37:44.879340,
51FPKH,medium,DNMMJ,2024-01-26 08:37:54.880709,,18.402906092862047,-66.04879794712585,searching,2024-01-26 08:37:54.880875,
I0Y6DP,small,DIVUZ,2024-01-26 08:37:44.879288,,18.394422127040823,-66.04886117492308,parked,2024-01-26 08:37:54.881235,
KW5NGC,large,IKCID,2024-01-26 08:38:04.882252,,18.412367819376932,-66.05278575732889,searching,2024-01-26 08:38:04.882292,
51FPKH,medium,DNMMJ,2024-01-26 08:37:54.880709,,18.402906092862047,-66.04879794712585,parked,2024-01-26 08:38:04.882585,
7XVG0F,medium,J7YHL,2024-01-26 08:38:14.884316,,18.3981120525518,-66.04902220484948,searching,2024-01-26 08:38:14.884350,
KW5NGC,large,IKCID,2024-01-26 08:38:04.882252,,18.412367819376932,-66.05278575732889,parked,2024-01-26 08:38:14.884584,
UZHR5X,small,JIUJV,2024-01-26 08:38:24.886119,,18.3952456840406,-66.03609903880675,searching,2024-01-26 08:38:24.886184,
7XVG0F,medium,J7YHL,2024-01-26 08:38:14.884316,,18.3981120525518,-66.04902220484948,parked,2024-01-26 08:38:24.886621,
W2PCN9,large,JT7YE,2024-01-26 08:38:34.888312,,18.394864239444864,-66.05216877868345,searching,2024-01-26 08:38:34.888346,
UZHR5X,small,JIUJV,2024-01-26 08:38:24.886119,,18.3952456840406,-66.03609903880675,parked,2024-01-26 08:38:34.888600,
81SDW4,large,VF1T2,2024-01-26 08:38:44.890198,,18.40836375316257,-66.03996814791275,searching,2024-01-26 08:38:44.890248,
W2PCN9,large,JT7YE,2024-01-26 08:38:34.888312,,18.394864239444864,-66.05216877868345,parked,2024-01-26 08:38:44.890625,
8DRC11,small,X8FSV,2024-01-26 08:38:54.893590,,18.395080415266253,-66.03680156930638,searching,2024-01-26 08:38:54.893776,
81SDW4,large,VF1T2,2024-01-26 08:38:44.890198,,18.40836375316257,-66.03996814791275,parked,2024-01-26 08:38:54.895052,
CATVAZ,small,I64CI,2024-01-26 08:39:04.896653,,18.40295163476419,-66.04940364901714,searching,2024-01-26 08:39:04.896688,
8DRC11,small,X8FSV,2024-01-26 08:38:54.893590,,18.395080415266253,-66.03680156930638,parked,2024-01-26 08:39:04.896965,
Q0Y9DO,medium,2DGTF,2024-01-26 08:39:14.898786,,18.402542935584496,-66.04589018883006,searching,2024-01-26 08:39:14.898863,
CATVAZ,small,I64CI,2024-01-26 08:39:04.896653,,18.40295163476419,-66.04940364901714,parked,2024-01-26 08:39:14.899484,
OR56FA,medium,J2QP8,2024-01-26 08:39:24.901271,,18.40899322201676,-66.04963417147962,searching,2024-01-26 08:39:24.901318,
Q0Y9DO,medium,2DGTF,2024-01-26 08:39:14.898786,,18.402542935584496,-66.04589018883006,parked,2024-01-26 08:39:24.901605,
8CGVYI,small,7UUBC,2024-01-26 08:39:34.902421,,18.410976309777336,-66.05121310673167,searching,2024-01-26 08:39:34.902493,
OR56FA,medium,J2QP8,2024-01-26 08:39:24.901271,,18.40899322201676,-66.04963417147962,parked,2024-01-26 08:39:34.903010,
DTSEMC,small,NF4ZW,2024-01-26 08:39:44.904951,,18.40634509704623,-66.04310188837768,searching,2024-01-26 08:39:44.904986,
8CGVYI,small,7UUBC,2024-01-26 08:39:34.902421,,18.410976309777336,-66.05121310673167,parked,2024-01-26 08:39:44.905283,
JR64DP,medium,BME9F,2024-01-26 08:39:54.907211,,18.397993858182918,-66.04167700211276,searching,2024-01-26 08:39:54.907305,
DTSEMC,small,NF4ZW,2024-01-26 08:39:44.904951,,18.40634509704623,-66.04310188837768,parked,2024-01-26 08:39:54.907990,
YYMU59,large,F7593,2024-01-26 08:40:04.910045,,18.394719809498593,-66.04720557664545,searching,2024-01-26 08:40:04.910093,
JR64DP,medium,BME9F,2024-01-26 08:39:54.907211,,18.397993858182918,-66.04167700211276,parked,2024-01-26 08:40:04.910357,
IAGL58,medium,MSY4L,2024-01-26 08:40:14.911232,,18.40002572928314,-66.0384548513074,searching,2024-01-26 08:40:14.911278,
YYMU59,large,F7593,2024-01-26 08:40:04.910045,,18.394719809498593,-66.04720557664545,parked,2024-01-26 08:40:14.911651,
70HP87,large,L4ZKL,2024-01-26 08:40:24.913042,,18.41005212933037,-66.04062461835217,searching,2024-01-26 08:40:24.913077,
IAGL58,medium,MSY4L,2024-01-26 08:40:14.911232,,18.40002572928314,-66.0384548513074,parked,2024-01-26 08:40:24.913484,
62GDSW,medium,D8IL3,2024-01-26 08:40:34.915231,,18.39819593995615,-66.04489803757227,searching,2024-01-26 08:40:34.915267,
70HP87,large,L4ZKL,2024-01-26 08:40:24.913042,,18.41005212933037,-66.04062461835217,parked,2024-01-26 08:40:34.915602,
U7EEQT,large,V86WZ,2024-01-26 08:40:44.917250,,18.407840147464533,-66.04507076359897,searching,2024-01-26 08:40:44.917285,
62GDSW,medium,D8IL3,2024-01-26 08:40:34.915231,,18.39819593995615,-66.04489803757227,parked,2024-01-26 08:40:44.917562,
COTOHP,large,8A5UR,2024-01-26 08:40:54.919196,,18.40780090818235,-66.04023337845656,searching,2024-01-26 08:40:54.919229,
U7EEQT,large,V86WZ,2024-01-26 08:40:44.917250,,18.407840147464533,-66.04507076359897,parked,2024-01-26 08:40:54.919499,
DP5GJL,medium,L1N13,2024-01-26 08:41:04.922341,,18.405759767448927,-66.04110176615373,searching,2024-01-26 08:41:04.922602,
38DALY,medium,OZCYW,2024-01-26 08:41:14.924347,,18.408880424975475,-66.05207110386289,searching,2024-01-26 08:41:14.924382,
COTOHP,large,8A5UR,2024-01-26 08:40:54.919196,,18.40780090818235,-66.04023337845656,parked,2024-01-26 08:41:14.924655,
RP0J43,small,KQ1UY,2024-01-26 08:41:24.925729,,18.410085896312502,-66.04359830316149,searching,2024-01-26 08:41:24.925819,
DP5GJL,medium,L1N13,2024-01-26 08:41:04.922341,,18.405759767448927,-66.04110176615373,parked,2024-01-26 08:41:24.926566,
M9TMQL,small,EGET1,2024-01-26 08:41:34.928310,,18.40130232094959,-66.04329230219025,searching,2024-01-26 08:41:34.928344,
38DALY,medium,OZCYW,2024-01-26 08:41:14.924347,,18.408880424975475,-66.05207110386289,parked,2024-01-26 08:41:34.928644,
R3OCWB,small,38DIU,2024-01-26 08:41:44.930377,,18.39494944628004,-66.0355404893551,searching,2024-01-26 08:41:44.930421,
RP0J43,small,KQ1UY,2024-01-26 08:41:24.925729,,18.410085896312502,-66.04359830316149,parked,2024-01-26 08:41:44.930703,
IJ2V2H,small,TX63C,2024-01-26 08:41:54.932002,,18.411114046563178,-66.05293816608739,searching,2024-01-26 08:41:54.932035,
M9TMQL,small,EGET1,2024-01-26 08:41:34.928310,,18.40130232094959,-66.04329230219025,parked,2024-01-26 08:41:54.932279,
GVWRDM,medium,LDFOR,2024-01-26 08:42:04.933701,,18.406952101725043,-66.03604030553193,searching,2024-01-26 08:42:04.933742,
R3OCWB,small,38DIU,2024-01-26 08:41:44.930377,,18.39494944628004,-66.0355404893551,parked,2024-01-26 08:42:04.934198,
OI4E8X,small,RZSJ4,2024-01-26 08:42:14.935563,,18.400136914704234,-66.05408827200114,searching,2024-01-26 08:42:14.935606,
IJ2V2H,small,TX63C,2024-01-26 08:41:54.932002,,18.411114046563178,-66.05293816608739,parked,2024-01-26 08:42:14.935999,
B0Z3NX,large,9RBSV,2024-01-26 08:42:24.937596,,18.398593160857526,-66.03885087178847,searching,2024-01-26 08:42:24.937632,
GVWRDM,medium,LDFOR,2024-01-26 08:42:04.933701,,18.406952101725043,-66.03604030553193,parked,2024-01-26 08:42:24.937948,
PY6B2K,medium,PIOYG,2024-01-26 08:42:34.938677,,18.406596868511983,-66.03691017663832,searching,2024-01-26 08:42:34.938716,
OI4E8X,small,RZSJ4,2024-01-26 08:42:14.935563,,18.400136914704234,-66.05408827200114,parked,2024-01-26 08:42:34.938982,
529603,medium,1I2HG,2024-01-26 08:42:44.939391,,18.401838026754596,-66.05419980197523,searching,2024-01-26 08:42:44.939426,
B0Z3NX,large,9RBSV,2024-01-26 08:42:24.937596,,18.398593160857526,-66.03885087178847,parked,2024-01-26 08:42:44.939706,
